Character Number	GeneID	Genename	EQ IC	Entity IC	Evidence
2	ZDB-GENE-990706-8	gli2a	0.71	0.7	N/A
4	ZDB-GENE-070117-1499	unm_t30458	0.71	0.7	N/A
4	ZDB-GENE-980526-399	pax9	0.71	0.7	N/A
4	ZDB-GENE-990714-26	lef1	0.71	0.7	N/A
2	ZDB-GENE-030131-9	sparc	0.71	0.69	N/A
2	ZDB-GENE-030131-9511	dcaf7	0.71	0.59	N/A
2	ZDB-GENE-000201-18	pbx4	0.71	0.55	N/A
2	ZDB-GENE-000329-4	notch2	0.71	0.55	N/A
2	ZDB-GENE-000605-2	runx3	0.71	0.55	N/A
2	ZDB-GENE-030131-5045	cnbpa	0.71	0.55	N/A
4	ZDB-GENE-020423-2	atp6ap1b	0.71	0.54	N/A
4	ZDB-GENE-030131-1531	atp6v0d1	0.71	0.54	N/A
4	ZDB-GENE-040426-1143	atp6v1aa	0.71	0.54	N/A
4	ZDB-GENE-050531-1	myh11a	0.71	0.54	N/A
1	ZDB-GENE-990415-238	rx3	0.71	0.53	N/A
2	ZDB-GENE-040426-1116	sbds	0.71	0.52	N/A
2	ZDB-GENE-070117-1324	unm_t30356	0.71	0.52	N/A
2	ZDB-GENE-070117-1327	unm_t30354	0.71	0.52	N/A
2	ZDB-GENE-070117-1328	unm_t30734	0.71	0.52	N/A
2	ZDB-GENE-070117-925	unm_t30462	0.71	0.52	N/A
4	ZDB-GENE-000329-4	notch2	0.71	0.52	N/A
4	ZDB-GENE-011128-4	jag1b	0.71	0.52	N/A
4	ZDB-GENE-040426-1116	sbds	0.71	0.52	N/A
4	ZDB-GENE-070117-1324	unm_t30356	0.71	0.52	N/A
4	ZDB-GENE-070117-1327	unm_t30354	0.71	0.52	N/A
4	ZDB-GENE-070117-1328	unm_t30734	0.71	0.52	N/A
4	ZDB-GENE-070117-925	unm_t30462	0.71	0.52	N/A
2	ZDB-GENE-030131-5843	spns2	0.71	0.49	N/A
4	ZDB-GENE-040831-1	sars	0.71	0.4	N/A
4	ZDB-GENE-060503-715	nphp4	0.71	0.4	N/A
2	ZDB-GENE-990415-75	flh	0.71	0.37	N/A
4	ZDB-GENE-011214-1	admp	0.71	0.31	N/A
4	ZDB-GENE-980526-255	fgfr1a	0.71	0.26	N/A
4	ZDB-GENE-060522-2	ccr7	0.71	0.22	N/A
4	ZDB-GENE-070117-1185	unm_t30677	0.71	0.22	N/A
4	ZDB-GENE-070117-1414	unm_t30627	0.71	0.22	N/A
4	ZDB-GENE-070117-46	ich	0.71	0.22	N/A
4	ZDB-GENE-070117-984	unm_t30865	0.71	0.22	N/A
2	ZDB-GENE-980526-364	evx1	0.7	0.69	3
2	ZDB-GENE-000511-1	hand2	0.7	0.59	3
2	ZDB-GENE-070117-1058	unm_t301394	0.7	0.7	N/A
2	ZDB-GENE-011128-3	jag2	0.7	0.69	N/A
2	ZDB-GENE-030404-2	mib	0.7	0.69	N/A
2	ZDB-GENE-070117-2459	wan	0.7	0.63	N/A
4	ZDB-GENE-030724-5	prickle1a	0.7	0.54	N/A
2	ZDB-GENE-001019-1	robo2	0.7	0.5	N/A
2	ZDB-GENE-021226-1	lamb1a	0.7	0.5	N/A
2	ZDB-GENE-021226-3	lamc1	0.7	0.5	N/A
2	ZDB-GENE-031112-7	apc	0.7	0.5	N/A
2	ZDB-GENE-031118-20	fut8	0.7	0.5	N/A
2	ZDB-GENE-060118-1	lama1	0.7	0.5	N/A
2	ZDB-GENE-070117-2511	cho	0.7	0.5	N/A
2	ZDB-GENE-030131-2590	clint1a	0.7	0.45	N/A
2	ZDB-GENE-080530-2	vps39	0.7	0.45	N/A
2	ZDB-GENE-980526-419	lmo2	0.7	0.45	N/A
2	ZDB-GENE-000403-1	axin1	0.7	0.43	N/A
2	ZDB-GENE-031112-1	myh6	0.7	0.43	N/A
2	ZDB-GENE-040426-2169	spint1a	0.7	0.43	N/A
2	ZDB-GENE-070117-1338	unm_t30690	0.7	0.43	N/A
2	ZDB-GENE-090312-201	npnt	0.7	0.43	N/A
2	ZDB-GENE-000616-16	hsf1	0.7	0.36	N/A
1	ZDB-GENE-000616-6	myf5	0.7	0.35	N/A
2	ZDB-GENE-070117-2153	krt	0.7	0.34	N/A
2	ZDB-GENE-070117-2205	dctn1a	0.7	0.34	N/A
2	ZDB-GENE-070117-2356	sid	0.7	0.34	N/A
2	ZDB-GENE-030131-1452	alox12	0.7	0.26	N/A
2	ZDB-GENE-070117-2225	nie	0.7	0.18	N/A
1	ZDB-GENE-030131-9102	col1a1a	0.69	0.69	3
1	ZDB-GENE-990415-49	dlx5a	0.69	0.69	3
4	ZDB-GENE-980526-166	shha	0.69	0.54	3
2	ZDB-GENE-980528-2059	bmp4	0.69	0.4	3
2	ZDB-GENE-060825-97	wnt9a	0.69	0.49	4
1	ZDB-GENE-000201-9	kal1a	0.69	0.69	N/A
1	ZDB-GENE-001205-1	csf1ra	0.69	0.69	N/A
1	ZDB-GENE-011026-1	sox32	0.69	0.69	N/A
1	ZDB-GENE-011207-1	sox10	0.69	0.69	N/A
1	ZDB-GENE-040426-2169	spint1a	0.69	0.69	N/A
1	ZDB-GENE-051113-132	cdc16	0.69	0.69	N/A
1	ZDB-GENE-070117-651	rpz	0.69	0.69	N/A
1	ZDB-GENE-081022-154	adrb3b	0.69	0.69	N/A
1	ZDB-GENE-980526-255	fgfr1a	0.69	0.69	N/A
2	ZDB-GENE-001205-1	csf1ra	0.69	0.69	N/A
2	ZDB-GENE-041014-357	gpr126	0.69	0.69	N/A
2	ZDB-GENE-070117-2396	stp	0.69	0.69	N/A
2	ZDB-GENE-070117-651	rpz	0.69	0.69	N/A
2	ZDB-GENE-081022-154	adrb3b	0.69	0.69	N/A
2	ZDB-GENE-070117-1057	unm_t30292	0.69	0.63	N/A
4	ZDB-GENE-070912-179	chd7	0.69	0.61	N/A
4	ZDB-GENE-120123-7	duk	0.69	0.61	N/A
1	ZDB-GENE-030131-5794	snapc4	0.69	0.57	N/A
1	ZDB-GENE-030911-7	disp1	0.69	0.57	N/A
1	ZDB-GENE-041212-50	ift80	0.69	0.57	N/A
1	ZDB-GENE-990603-9	smad5	0.69	0.57	N/A
2	ZDB-GENE-021022-3	kat6a	0.69	0.55	N/A
2	ZDB-GENE-030911-7	disp1	0.69	0.55	N/A
2	ZDB-GENE-980526-143	foxd3	0.69	0.55	N/A
2	ZDB-GENE-980526-178	fgf3	0.69	0.55	N/A
1	ZDB-GENE-030131-667	ddx46	0.69	0.54	N/A
1	ZDB-GENE-031219-6	ahcy	0.69	0.54	N/A
1	ZDB-GENE-040426-1469	onecut1	0.69	0.54	N/A
1	ZDB-GENE-040426-1960	atp6ap2	0.69	0.54	N/A
1	ZDB-GENE-050208-744	onecut3	0.69	0.54	N/A
1	ZDB-GENE-050531-1	myh11a	0.69	0.54	N/A
1	ZDB-GENE-051010-1	ihha	0.69	0.54	N/A
1	ZDB-GENE-070117-2281	bef	0.69	0.54	N/A
1	ZDB-GENE-070117-238	unm_m73	0.69	0.54	N/A
1	ZDB-GENE-120203-2	cay	0.69	0.54	N/A
1	ZDB-GENE-990415-270	tp53	0.69	0.54	N/A
1	ZDB-GENE-990714-15	dnmt1	0.69	0.54	N/A
2	ZDB-GENE-020423-2	atp6ap1b	0.69	0.54	N/A
2	ZDB-GENE-030131-1531	atp6v0d1	0.69	0.54	N/A
4	ZDB-GENE-030131-5794	snapc4	0.69	0.54	N/A
4	ZDB-GENE-030131-667	ddx46	0.69	0.54	N/A
4	ZDB-GENE-031219-6	ahcy	0.69	0.54	N/A
4	ZDB-GENE-051010-1	ihha	0.69	0.54	N/A
4	ZDB-GENE-070117-2281	bef	0.69	0.54	N/A
4	ZDB-GENE-070117-238	unm_m73	0.69	0.54	N/A
4	ZDB-GENE-990415-270	tp53	0.69	0.54	N/A
4	ZDB-GENE-990714-15	dnmt1	0.69	0.54	N/A
1	ZDB-GENE-030131-5045	cnbpa	0.69	0.53	N/A
1	ZDB-GENE-030918-2	pdgfaa	0.69	0.53	N/A
1	ZDB-GENE-040426-2435	leo1	0.69	0.53	N/A
1	ZDB-GENE-070117-2230	noc	0.69	0.53	N/A
1	ZDB-GENE-090122-1	disc1	0.69	0.53	N/A
1	ZDB-GENE-980526-143	foxd3	0.69	0.53	N/A
1	ZDB-GENE-030131-4714	gnptab	0.69	0.52	N/A
1	ZDB-GENE-070117-1101	unm_t30635	0.69	0.52	N/A
1	ZDB-GENE-070117-1102	unm_t30634	0.69	0.52	N/A
4	ZDB-GENE-030131-4714	gnptab	0.69	0.52	N/A
4	ZDB-GENE-030131-5243	rnf2	0.69	0.52	N/A
4	ZDB-GENE-030723-4	tgfb3	0.69	0.52	N/A
4	ZDB-GENE-070117-1101	unm_t30635	0.69	0.52	N/A
4	ZDB-GENE-070117-1102	unm_t30634	0.69	0.52	N/A
4	ZDB-GENE-120123-6	bka	0.69	0.52	N/A
4	ZDB-GENE-990714-16	ahr2	0.69	0.52	N/A
1	ZDB-GENE-030131-8846	ttc8	0.69	0.5	N/A
2	ZDB-GENE-001031-1	pax6b	0.69	0.5	N/A
2	ZDB-GENE-990603-9	smad5	0.69	0.5	N/A
1	ZDB-GENE-041124-2	extl3	0.69	0.49	N/A
1	ZDB-GENE-980526-178	fgf3	0.69	0.49	N/A
2	ZDB-GENE-030131-8846	ttc8	0.69	0.49	N/A
2	ZDB-GENE-030918-2	pdgfaa	0.69	0.49	N/A
2	ZDB-GENE-040426-2435	leo1	0.69	0.49	N/A
2	ZDB-GENE-041212-50	ift80	0.69	0.49	N/A
2	ZDB-GENE-060419-1	phf8	0.69	0.49	N/A
2	ZDB-GENE-070117-2230	noc	0.69	0.49	N/A
2	ZDB-GENE-090122-1	disc1	0.69	0.49	N/A
2	ZDB-GENE-990714-27	pitx2	0.69	0.49	N/A
2	ZDB-GENE-040426-2649	sec13	0.69	0.47	N/A
4	ZDB-GENE-040724-10	sart3	0.69	0.45	N/A
4	ZDB-GENE-070117-2501	sec24d	0.69	0.45	N/A
4	ZDB-GENE-070117-49	cam	0.69	0.45	N/A
4	ZDB-GENE-070117-50	jas	0.69	0.45	N/A
4	ZDB-GENE-070117-52	asm	0.69	0.45	N/A
1	ZDB-GENE-070117-2122	hel	0.69	0.42	N/A
2	ZDB-GENE-010328-15	hip1	0.69	0.39	N/A
2	ZDB-GENE-030318-2	chm	0.69	0.34	N/A
2	ZDB-GENE-080204-54	hmx1	0.69	0.34	N/A
1	ZDB-GENE-060126-2	bbs4	0.69	0.31	N/A
1	ZDB-GENE-000209-3	robo1	0.69	0.28	N/A
1	ZDB-GENE-090312-201	npnt	0.69	0.28	N/A
1	ZDB-GENE-990415-273	vegfaa	0.69	0.28	N/A
1	ZDB-GENE-000502-1	bmpr1aa	0.69	0.27	N/A
2	ZDB-GENE-000502-1	bmpr1aa	0.69	0.27	N/A
2	ZDB-GENE-040426-1156	enpp2	0.69	0.26	N/A
2	ZDB-GENE-070117-1335	unm_t30389	0.69	0.25	N/A
2	ZDB-GENE-070117-1399	unm_t30435	0.69	0.25	N/A
2	ZDB-GENE-070117-1434	unm_t30622	0.69	0.25	N/A
2	ZDB-GENE-070117-1885	unm_t30955	0.69	0.25	N/A
1	ZDB-GENE-070117-1910	unm_t31259	0.68	0.68	N/A
2	ZDB-GENE-120123-7	duk	0.68	0.68	N/A
2	ZDB-GENE-030724-5	prickle1a	0.68	0.54	N/A
2	ZDB-GENE-040426-1143	atp6v1aa	0.68	0.54	N/A
2	ZDB-GENE-040426-1960	atp6ap2	0.68	0.54	N/A
2	ZDB-GENE-040520-1	vipas39	0.68	0.54	N/A
2	ZDB-GENE-050208-744	onecut3	0.68	0.54	N/A
2	ZDB-GENE-050327-73	vps33b	0.68	0.54	N/A
2	ZDB-GENE-080717-1	zeb2b	0.68	0.54	N/A
2	ZDB-GENE-120203-1	rou	0.68	0.54	N/A
2	ZDB-GENE-120203-2	cay	0.68	0.54	N/A
1	ZDB-GENE-020123-2	s1pr2	0.68	0.53	N/A
1	ZDB-GENE-030131-5843	spns2	0.68	0.53	N/A
1	ZDB-GENE-050522-503	nr3c1	0.68	0.53	N/A
1	ZDB-GENE-120123-2	lyo	0.68	0.53	N/A
4	ZDB-GENE-020419-3	b3gat3	0.68	0.52	N/A
2	ZDB-GENE-030321-1	gli1	0.68	0.5	N/A
1	ZDB-GENE-030505-1	foxi1	0.68	0.49	N/A
2	ZDB-GENE-011105-1	prkci	0.68	0.49	N/A
1	ZDB-GENE-040128-2	fgfrl1a	0.68	0.48	N/A
1	ZDB-GENE-050201-3	fgfrl1b	0.68	0.48	N/A
1	ZDB-GENE-010718-1	atp1b2b	0.68	0.47	N/A
1	ZDB-GENE-081208-17	mir18a	0.68	0.47	N/A
1	ZDB-GENE-010102-1	dcn	0.68	0.45	N/A
2	ZDB-GENE-030131-2179	tmem2	0.68	0.45	N/A
4	ZDB-GENE-000201-18	pbx4	0.68	0.45	N/A
4	ZDB-GENE-011010-3	aldh1a2	0.68	0.45	N/A
4	ZDB-GENE-011119-1	gpc4	0.68	0.45	N/A
4	ZDB-GENE-011212-6	tfap2a	0.68	0.45	N/A
4	ZDB-GENE-020122-1	meis1	0.68	0.45	N/A
4	ZDB-GENE-020123-2	s1pr2	0.68	0.45	N/A
4	ZDB-GENE-030131-5843	spns2	0.68	0.45	N/A
4	ZDB-GENE-080530-2	vps39	0.68	0.45	N/A
1	ZDB-GENE-011119-1	gpc4	0.68	0.43	N/A
1	ZDB-GENE-030131-5427	ofd1	0.68	0.43	N/A
1	ZDB-GENE-980526-512	nadl1.1	0.68	0.43	N/A
2	ZDB-GENE-041001-208	mep1a.2	0.68	0.43	N/A
4	ZDB-GENE-050522-503	nr3c1	0.68	0.43	N/A
4	ZDB-GENE-980526-512	nadl1.1	0.68	0.43	N/A
4	ZDB-GENE-990415-30	alcama	0.68	0.43	N/A
4	ZDB-GENE-990603-9	smad5	0.68	0.43	N/A
1	ZDB-GENE-070117-1138	unm_t30748	0.68	0.39	N/A
1	ZDB-GENE-070117-1139	unm_t30604	0.68	0.39	N/A
1	ZDB-GENE-070117-1199	unm_t30442	0.68	0.39	N/A
1	ZDB-GENE-070117-1200	unm_t30361	0.68	0.39	N/A
1	ZDB-GENE-070117-1201	unm_t30362	0.68	0.39	N/A
1	ZDB-GENE-070117-1202	unm_t30441	0.68	0.39	N/A
1	ZDB-GENE-070117-1203	unm_t30611	0.68	0.39	N/A
1	ZDB-GENE-070117-2392	sub	0.68	0.36	N/A
1	ZDB-GENE-120123-28	unm_tft74	0.68	0.35	N/A
1	ZDB-GENE-030131-3776	ptena	0.68	0.34	N/A
1	ZDB-GENE-030131-6960	orc1	0.68	0.34	N/A
1	ZDB-GENE-040801-149	atg5	0.68	0.34	N/A
1	ZDB-GENE-040930-8	c21orf59	0.68	0.34	N/A
1	ZDB-GENE-041212-16	tectb	0.68	0.34	N/A
1	ZDB-GENE-070119-5	obscnl	0.68	0.34	N/A
1	ZDB-GENE-980526-170	cdh11	0.68	0.34	N/A
2	ZDB-GENE-041212-76	foxj1b	0.68	0.34	N/A
1	ZDB-GENE-070117-2410	blo	0.68	0.31	N/A
4	ZDB-GENE-030131-1723	trappc11	0.68	0.29	N/A
2	ZDB-GENE-041001-209	mep1a.1	0.68	0.26	N/A
2	ZDB-GENE-070112-532	asb11	0.68	0.26	N/A
4	ZDB-GENE-030131-2702	tsc2	0.68	0.25	N/A
4	ZDB-GENE-030131-9864	mybbp1a	0.68	0.25	N/A
4	ZDB-GENE-070117-1021	unm_t30566	0.68	0.25	N/A
2	ZDB-GENE-030131-6223	sufu	0.67	0.55	N/A
2	ZDB-GENE-980526-44	ptch2	0.67	0.55	N/A
2	ZDB-GENE-051010-1	ihha	0.67	0.54	N/A
2	ZDB-GENE-061110-61	ocrl	0.67	0.49	N/A
1	ZDB-GENE-060718-1	rerea	0.67	0.48	N/A
4	ZDB-GENE-040816-1	cdh5	0.67	0.45	N/A
4	ZDB-GENE-060718-1	rerea	0.67	0.45	N/A
2	ZDB-GENE-011214-1	admp	0.67	0.44	N/A
4	ZDB-GENE-040808-67	kras	0.67	0.43	N/A
2	ZDB-GENE-030131-9878	noc3l	0.67	0.4	N/A
4	ZDB-GENE-030131-5911	ptpn11a	0.67	0.33	N/A
4	ZDB-GENE-031116-61	cxcr7b	0.67	0.25	N/A
4	ZDB-GENE-060825-242	lmo7b	0.67	0.25	N/A
4	ZDB-GENE-990415-41	raf1a	0.67	0.25	N/A
4	ZDB-GENE-070117-1062	unm_t30508	0.67	0.22	N/A
4	ZDB-GENE-070412-4	fkrp	0.67	0.22	N/A
4	ZDB-GENE-120403-1	unm_dhi862	0.67	0.22	N/A
4	ZDB-GENE-040426-1430	mb	0.67	0.21	N/A
4	ZDB-GENE-040625-24	lum	0.67	0.17	N/A
1	ZDB-GENE-020712-1	mpp5a	0.66	0.66	N/A
1	ZDB-GENE-030131-2179	tmem2	0.66	0.66	N/A
1	ZDB-GENE-030722-2	mapk1	0.66	0.66	N/A
1	ZDB-GENE-040121-1	mapk3	0.66	0.66	N/A
1	ZDB-GENE-040426-933	tab2	0.66	0.66	N/A
1	ZDB-GENE-050913-156	esco2	0.66	0.66	N/A
1	ZDB-GENE-051120-129	rsph9	0.66	0.66	N/A
1	ZDB-GENE-060503-322	cactin	0.66	0.66	N/A
1	ZDB-GENE-070117-38	aus	0.66	0.66	N/A
1	ZDB-GENE-070410-32	adrb2b	0.66	0.66	N/A
1	ZDB-GENE-080405-1	tert	0.66	0.66	N/A
1	ZDB-GENE-980526-321	nkx2.5	0.66	0.66	N/A
1	ZDB-GENE-980526-558	wt1a	0.66	0.66	N/A
1	ZDB-GENE-990415-9	acvr1l	0.66	0.66	N/A
1	ZDB-GENE-990714-27	pitx2	0.66	0.66	N/A
1	ZDB-GENE-070117-1058	unm_t301394	0.66	0.64	N/A
1	ZDB-GENE-120123-3	knz	0.66	0.64	N/A
2	ZDB-GENE-120123-3	knz	0.66	0.64	N/A
2	ZDB-GENE-041014-73	dll4	0.66	0.63	N/A
2	ZDB-GENE-070117-2398	sto	0.66	0.63	N/A
1	ZDB-GENE-030131-3127	chsy1	0.66	0.61	N/A
1	ZDB-GENE-040709-2	cpsf1	0.66	0.61	N/A
1	ZDB-GENE-070117-2459	wan	0.66	0.61	N/A
2	ZDB-GENE-040708-1	prdm5	0.66	0.61	N/A
4	ZDB-GENE-100119-1	col27a1a	0.66	0.61	N/A
1	ZDB-GENE-090826-1	prp	0.66	0.5	N/A
4	ZDB-GENE-060818-1	bmp1a	0.66	0.5	N/A
4	ZDB-GENE-070117-2459	wan	0.66	0.5	N/A
4	ZDB-GENE-090826-1	prp	0.66	0.5	N/A
1	ZDB-GENE-011105-1	prkci	0.66	0.49	N/A
2	ZDB-GENE-070831-1	kirrel3l	0.66	0.46	N/A
2	ZDB-GENE-070117-2149	koi	0.66	0.45	N/A
4	ZDB-GENE-070117-2149	koi	0.66	0.45	N/A
2	ZDB-GENE-070117-2180	ljw	0.66	0.43	N/A
2	ZDB-GENE-070117-2386	spl	0.66	0.43	N/A
4	ZDB-GENE-020731-6	fmr1	0.66	0.43	N/A
4	ZDB-GENE-070117-2180	ljw	0.66	0.43	N/A
4	ZDB-GENE-070117-2386	spl	0.66	0.43	N/A
2	ZDB-GENE-040704-44	fam32al	0.66	0.39	N/A
4	ZDB-GENE-030131-6560	boc	0.66	0.39	N/A
4	ZDB-GENE-040704-44	fam32al	0.66	0.39	N/A
2	ZDB-GENE-030828-4	dnd	0.66	0.34	N/A
2	ZDB-GENE-070912-300	oc90	0.66	0.34	N/A
4	ZDB-GENE-070521-2	ahctf1	0.66	0.33	N/A
1	ZDB-GENE-011214-1	admp	0.66	0.31	N/A
4	ZDB-GENE-030530-1	szl	0.66	0.31	N/A
4	ZDB-GENE-990415-33	chd	0.66	0.31	N/A
1	ZDB-GENE-050417-383	stk11	0.66	0.28	N/A
1	ZDB-GENE-990603-1	cse1l	0.66	0.28	N/A
4	ZDB-GENE-040622-5	rps29	0.66	0.25	N/A
2	ZDB-GENE-050913-146	camk2g1	0.66	0.23	N/A
4	ZDB-GENE-020423-1	rpl36a	0.66	0.22	N/A
2	ZDB-GENE-001206-2	lbx2	0.66	0.1	N/A
2	ZDB-GENE-030131-5415	rac1	0.66	0.1	N/A
2	ZDB-GENE-040426-1181	foxl1	0.65	0.55	N/A
1	ZDB-GENE-030724-5	prickle1a	0.65	0.54	N/A
1	ZDB-GENE-040520-1	vipas39	0.65	0.54	N/A
1	ZDB-GENE-050327-73	vps33b	0.65	0.54	N/A
1	ZDB-GENE-080717-1	zeb2b	0.65	0.54	N/A
1	ZDB-GENE-120203-1	rou	0.65	0.54	N/A
2	ZDB-GENE-980526-321	nkx2.5	0.65	0.45	N/A
2	ZDB-GENE-990415-179	nkx2.7	0.65	0.45	N/A
1	ZDB-GENE-020419-32	hdac1	0.65	0.39	N/A
1	ZDB-GENE-030530-1	szl	0.65	0.39	N/A
1	ZDB-GENE-990415-33	chd	0.65	0.39	N/A
2	ZDB-GENE-020419-32	hdac1	0.65	0.39	N/A
2	ZDB-GENE-030131-102	ctgfa	0.65	0.39	N/A
2	ZDB-GENE-030131-7435	parp3	0.65	0.39	N/A
2	ZDB-GENE-030717-2	wnt2ba	0.65	0.39	N/A
2	ZDB-GENE-050417-423	fibinb	0.65	0.39	N/A
2	ZDB-GENE-100204-2	pi4kaa	0.65	0.39	N/A
2	ZDB-GENE-980526-72	rarab	0.65	0.39	N/A
2	ZDB-GENE-990615-5	tbx16	0.65	0.39	N/A
1	ZDB-GENE-990415-79	nr5a2	0.65	0.33	N/A
1	ZDB-GENE-070604-1	arhgef11	0.65	0.26	N/A
1	ZDB-GENE-990415-179	nkx2.7	0.65	0.26	N/A
1	ZDB-GENE-030131-5784	bnc2	0.65	0.25	N/A
1	ZDB-GENE-070117-1098	unm_t30781	0.65	0.25	N/A
1	ZDB-GENE-070117-1916	unm_t31534	0.65	0.25	N/A
1	ZDB-GENE-030819-1	tp63	0.65	0.22	N/A
1	ZDB-GENE-040426-2575	ctnnb2	0.65	0.22	N/A
1	ZDB-GENE-070117-2321	bil	0.64	0.59	N/A
1	ZDB-GENE-070117-2469	wib	0.64	0.59	N/A
1	ZDB-GENE-070117-2502	bum	0.64	0.59	N/A
2	ZDB-GENE-070117-2321	bil	0.64	0.59	N/A
2	ZDB-GENE-070117-2469	wib	0.64	0.59	N/A
1	ZDB-GENE-070117-418	unm_to259b	0.64	0.57	N/A
1	ZDB-GENE-040426-1181	foxl1	0.64	0.49	N/A
2	ZDB-GENE-040426-2863	faf1	0.64	0.49	N/A
2	ZDB-GENE-070117-478	unm_tx224	0.64	0.49	N/A
2	ZDB-GENE-120123-2	lyo	0.64	0.49	N/A
2	ZDB-GENE-980605-30	tcf7l1a	0.64	0.49	N/A
1	ZDB-GENE-061110-61	ocrl	0.64	0.47	N/A
1	ZDB-GENE-011010-3	aldh1a2	0.64	0.45	N/A
2	ZDB-GENE-000426-1	fn1	0.64	0.45	N/A
2	ZDB-GENE-010102-1	dcn	0.64	0.45	N/A
2	ZDB-GENE-050913-156	esco2	0.64	0.45	N/A
2	ZDB-GENE-070112-1542	creb3l2	0.64	0.45	N/A
2	ZDB-GENE-980526-137	chrna1	0.64	0.45	N/A
4	ZDB-GENE-030131-3684	sgcd	0.64	0.45	N/A
4	ZDB-GENE-030404-2	mib	0.64	0.45	N/A
4	ZDB-GENE-040303-4	vegfc	0.64	0.45	N/A
4	ZDB-GENE-050913-156	esco2	0.64	0.45	N/A
4	ZDB-GENE-070117-823	swd	0.64	0.45	N/A
4	ZDB-GENE-980526-419	lmo2	0.64	0.45	N/A
4	ZDB-GENE-980605-30	tcf7l1a	0.64	0.45	N/A
2	ZDB-GENE-060518-2	popdc2	0.64	0.44	N/A
2	ZDB-GENE-120123-4	vdr	0.64	0.43	N/A
4	ZDB-GENE-040426-1246	def6a	0.64	0.43	N/A
2	ZDB-GENE-040724-89	c1ql4l	0.64	0.42	N/A
2	ZDB-GENE-051113-132	cdc16	0.64	0.42	N/A
1	ZDB-GENE-030131-102	ctgfa	0.64	0.39	N/A
1	ZDB-GENE-030131-7435	parp3	0.64	0.39	N/A
1	ZDB-GENE-030717-2	wnt2ba	0.64	0.39	N/A
1	ZDB-GENE-050417-423	fibinb	0.64	0.39	N/A
1	ZDB-GENE-100204-2	pi4kaa	0.64	0.39	N/A
1	ZDB-GENE-980526-72	rarab	0.64	0.39	N/A
1	ZDB-GENE-990615-5	tbx16	0.64	0.39	N/A
1	ZDB-GENE-990917-4	tbx2a	0.64	0.36	N/A
2	ZDB-GENE-040930-8	c21orf59	0.64	0.34	N/A
4	ZDB-GENE-030131-8522	si:ch211-114c12.2	0.64	0.31	N/A
1	ZDB-GENE-010412-1	six2a	0.64	0.28	N/A
1	ZDB-GENE-040702-5	kcnh6	0.64	0.26	N/A
1	ZDB-GENE-070209-80	tbx3a	0.64	0.26	N/A
2	ZDB-GENE-030616-58	gpr161	0.64	0.26	N/A
1	ZDB-GENE-030131-3161	npc1	0.64	0.25	N/A
1	ZDB-GENE-041001-150	churc1	0.64	0.25	N/A
1	ZDB-GENE-041114-92	nexn	0.64	0.25	N/A
1	ZDB-GENE-050523-1	gli2b	0.64	0.25	N/A
1	ZDB-GENE-070912-553	zeb2a	0.64	0.25	N/A
2	ZDB-GENE-060908-2	scn12aa	0.64	0.25	N/A
2	ZDB-GENE-060908-3	scn12ab	0.64	0.25	N/A
2	ZDB-GENE-070117-2242	olp	0.64	0.25	N/A
2	ZDB-GENE-980526-249	wnt11r	0.64	0.25	N/A
4	ZDB-GENE-120123-27	unm_tft72	0.63	0.61	N/A
4	ZDB-GENE-120123-3	knz	0.63	0.61	N/A
1	ZDB-GENE-000616-15	foxh1	0.63	0.57	N/A
1	ZDB-GENE-030130-1	epb41b	0.63	0.54	N/A
2	ZDB-GENE-030130-1	epb41b	0.63	0.54	N/A
4	ZDB-GENE-000626-1	tnnt2a	0.63	0.54	N/A
4	ZDB-GENE-040426-2536	cdipt	0.63	0.54	N/A
4	ZDB-GENE-070117-2515	clo	0.63	0.54	N/A
1	ZDB-GENE-000208-23	col11a2	0.63	0.53	N/A
4	ZDB-GENE-020419-37	uxs1	0.63	0.52	N/A
4	ZDB-GENE-040426-731	brpf1	0.63	0.52	N/A
2	ZDB-GENE-010131-2	cdk5	0.63	0.5	N/A
2	ZDB-GENE-031116-52	itga5	0.63	0.5	N/A
2	ZDB-GENE-990415-171	cdh2	0.63	0.5	N/A
2	ZDB-GENE-041114-11	colec11	0.63	0.49	N/A
2	ZDB-GENE-070117-2512	chn	0.63	0.49	N/A
1	ZDB-GENE-040827-4	pkd2	0.63	0.47	N/A
1	ZDB-GENE-070831-1	kirrel3l	0.63	0.47	N/A
2	ZDB-GENE-980526-330	cdx4	0.63	0.46	N/A
2	ZDB-GENE-051108-1	hmgcrb	0.63	0.45	N/A
4	ZDB-GENE-041124-2	extl3	0.63	0.45	N/A
2	ZDB-GENE-020828-1	has2	0.63	0.43	N/A
4	ZDB-GENE-120123-2	lyo	0.63	0.43	N/A
1	ZDB-GENE-070521-2	ahctf1	0.63	0.42	N/A
2	ZDB-GENE-030826-2	birc5b	0.63	0.4	N/A
2	ZDB-GENE-060503-715	nphp4	0.63	0.4	N/A
4	ZDB-GENE-070117-2512	chn	0.63	0.4	N/A
1	ZDB-GENE-010702-1	lmo4a	0.63	0.39	N/A
1	ZDB-GENE-060503-723	ccdc40	0.63	0.39	N/A
2	ZDB-GENE-030131-2773	trim33	0.63	0.39	N/A
1	ZDB-GENE-040426-1160	exoc2	0.63	0.38	N/A
4	ZDB-GENE-040426-1160	exoc2	0.63	0.38	N/A
